brand,product_name,finish,skin_type,price_range,ingredients,ingredients_source,fragrance_free,hypoallergenic,derm_tested,where_to_buy,open_beauty_facts_url,source
Smashbox,Photo Finish Foundation Primer Jumbo,matte,"[""normal"", ""misto""]",$50-$54,Cyclopentasiloxane- Dimethicone- Dimethicone Crosspolymer- Trisiloxane- Silica- Dimethicone/Vinyl Dimethicone Crosspolymer- Ethylhexyl Salicylate- Retinyl Palmitate- Tocopheryl Acetate- Carthamus Tinctorius (Safflower) Seed Extract- Propylene Glycol- Water- Vitis Vinifera (Grape) Seed Extract- Cola Acuminata (Kola) Seed Extract- Camellia Oleifera Leaf Extract.*Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,sephora,,,,https://www.sephora.com/product/smashbox-jumbo-photo-finish-foundation-primer-P454358?icid2=products grid:p454358,,sephora/open-dataset
Smashbox,Photo Finish Foundation Primer Light,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$15-$19,Water\Aqua\Eau- Cyclopentasiloxane- Ethylene/Acrylic Acid Copolymer- Butylene Glycol- Dimethicone- Methyl Methacrylate Crosspolymer- Polysilicone-11- Palmitoyl Oligopeptide- Decyl Glucoside- Carbomer- Hydroxyethylcellulose- Triethanolamine- Caprylyl Glycol- Hexylene Glycol- Tetrahexyldecyl Ascorbate- Phenoxyethanol.,sephora,,,,https://www.sephora.com/product/photo-finish-foundation-primer-light-P191603?skuId=2105310&icid2=products grid:p191603,,sephora/open-dataset
Smashbox,Photo Finish Oil & Shine Control Primer,matte,"[""normal"", ""misto""]",$35-$39,-Witch Hazel.-Salicylic Acid.-Zinc.Water- Dimethicone- Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer- Methyl Trimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Butylene Glycol- Hamamelis Virginiana (Witch Hazel) Water- Calcium Carbonate- Ammonium Acryloyldimethyltaurate/VP Copolymer- Tocopherol- Tocopheryl Acetate- Sodium Hyaluronate- Laminaria Saccharina Extract- Tremella Fuciformis Sporocarp Extract- Hydrolyzed Soy Protein- Glycerin- Ethylhexylglycerin- Betaine- Acetyl Glucosamine- Isononyl Isononanoate- Butyl Avocadate- Polyglyceryl-3 Disiloxane Dimethicone- Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone- Zinc PCA- Isohexadecane- Silica- Nylon-12- Synthetic Fluorphlogopite- Hydroxyapatite- Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer- Trimethylsiloxysilicate- Acrylamide/Sodium Acryloyldimethyltaurate Copolymer- Sodium Chloride- Polysorbate 80- Salicylic Acid- Coconut Acid- BHT- Phenoxyethanol- Benzoic Acid- Potassium Sorbate- Zinc Oxide (Ci 77947).,sephora,,,,https://www.sephora.com/product/photo-finish-oil-shine-control-primer-P447362?icid2=products grid:p447362,,sephora/open-dataset
Smashbox,Photo Finish Pore Minimizing Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$35-$39,Cyclopentasiloxane- Dimethicone- Hdi/Trimethylol Hexyllactone Crosspolymer- Silica- Isononyl Isononanoate- Isododecane- Dimethicone/Vinyl Dimethicone Crosspolymer- Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer- Polymethyl Methacrylate- Lauroyl Lysine- Tocopheryl Acetate- Ethylhexylglycerin- Phytosteryl/Octyldodecyl Lauroyl Glutamate- Hydrolyzed Soy Protein- Methicone- Stearyl Glycyrrhetinate- Water- Coconut Acid- Phenoxyethanol- Mica- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491- Ci 77492- Ci 77499),sephora,,,,https://www.sephora.com/product/photo-finish-oil-free-foundation-primer-pore-minimizing-P387425?icid2=products grid:p387425,,sephora/open-dataset
Smashbox,Photo Finish Primer Oil,dewy,"[""misto"", ""seco"", ""normal""]",$40-$44,Prunus Amygdalus Dulcis (Sweet Almond) Oil- Prunus Armeniaca (Apricot) Kernel Oil- Simmondsia Chinensis (Jojoba) Seed Oil- Helianthus Annuus (Sunflower) Seed Oil- Tocopheryl Acetate- Squalane- Tocopherol- Anogeissus Leiocarpus Bark Extract- Coffea Arabica (Coffee) Seed Extract- Hordeum Vulgare (Barley) Extract/Extrait D'Orge- Triticum Vulgare (Wheat) Germ Extract- Argania Spinosa Kernel Oil- Calophyllum Inophyllum (Tamanu) Seed Oil- Chamomilla Recutita (Matricaria) Flower Oil- Lavandula Angustifolia (Lavender) Oil- Oenothera Biennis (Evening Primrose) Oil- Rosa Canina (Rose) Fruit Oil- Rubus Idaeus (Raspberry) Seed Oil- Cholesterol- Water- Polysorbate 60- Linoleic Acid- Linalool- Tetrahexyldecyl Ascorbate,sephora,False,,,https://www.sephora.com/product/photo-finish-primer-oil-P404235?icid2=products grid:p404235,,sephora/open-dataset
Smashbox,Photo Finish Primer Water,natural,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$30-$34,Water- Butylene Glycol- Caffeine- Magnesium Chloride- Calcium Chloride- Sodium Sulfate- Potassium Nitrate- Potassium Phosphate- Polysorbate 80- Diamond Powder- Fragrance- Limonene- Linalool- Citral- Phenoxyethanol- Sodium Benzoate,sephora,False,,True,https://www.sephora.com/product/smashbox-photo-finish-primer-water-P392347?icid2=products grid:p392347,,sephora/open-dataset
Smashbox,Photo Finish Primerizer,matte,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$40-$44,Water- Glycerin- Dimethicone- Isopropyl Isostearate- Ppg-15 Stearyl Ether- Niacinamide- Hydroxyethyl Urea- Sodium Polyaspartate- Sodium Hyaluronate- Algae Extract- Caffeine- Trehalose- Sorbitol- Decyl Glucoside- Xanthan Gum- 1-2-Hexanediol- Propanediol- Sodium Hydroxide- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Caprylyl Glycol- Butylene Glycol- Phenoxyethanol,sephora,,,,https://www.sephora.com/product/photo-finish-primerizer-P421232?icid2=products grid:p421232,,sephora/open-dataset
Smashbox,Photo Finish Reduce Redness Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$35-$39,Cyclopentasiloxane- Dimethicone Crosspolymer- Cyclohexasiloxane- Dimethicone- Tocopheryl Acetate- Cymbidium Grandiflorum Flower Extract- Aloe Barbadensis Leaf Extract- Carthamus Tinctorius (Safflower) Seed Oil- Cymbopogon Schoenanthus (Lemongrass) Oil- Glycine Soja (Soybean) Oil- Ethylhexylglycerin- Methicone- Caprylic/Capric Triglyceride- Retinyl Palmitate- Ethylhexyl Salicylate- Talc- Caprylyl Glycol- Hexylene Glycol- Phenoxyethanol- [+/- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Chromium Oxide Greens (Ci 77288)- Manganese Violet (Ci 77742)- Ultramarines (Ci 77007)- Yellow 5 Lake (Ci 19140)],sephora,,,,https://www.sephora.com/product/photo-finish-color-correcting-foundation-primer-P78811?icid2=products grid:p78811,,sephora/open-dataset
Smashbox,Photo Finish Vitamin Glow Primer,dewy,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$35-$39,-Vitamins B- C- and E: Revitalize skin for a healthy glow.-Birch Water: Nourishes and helps retain moisture. Water\Aqua\Eau- Glycerin- Dimethicone- Butylene Glycol- Betula Alba Juice- Niacinamide- Tetrahexyldecyl Ascorbate- Tocopherol- Polyglyceryl-6 Polyricinoleate- Dimethicone/Vinyl Dimethicone Crosspolymer- Citrus Aurantium Dulcis (Orange) Peel Oil- Ethylhexylglycerin- Lavandula Angustifolia (Lavender) Extract- Lactobacillus Ferment- Caprylic/Capric Triglyceride- Dimethicone Crosspolymer- Citrus Limon (Lemon) Peel Wax- Amodimethicone- Sodium Carbomer- Carbomer- 1-2-Hexanediol- Citric Acid- Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer- Pentylene Glycol- Sodium Hydroxide- Limonene- Linalool- Citral- Disodium EDTA- Sodium Phytate- Phenoxyethanol- Yellow 5 (CI 19140)- Yellow 6 (CI 15985).,sephora,False,,,https://www.sephora.com/product/smashbox-photo-finish-vitamin-glow-primer-P456373?icid2=products grid:p456373,,sephora/open-dataset
Tatcha,The Liquid Silk Canvas: Featherweight Protective Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$50-$54,-Thin Layers of Silk (Fibroin- Sericin- and Silk Powder): Diminish the look of pores- fines lines- and imperfections for the perfect canvas before makeup. -Anti-pollution Natural Actives: Help keeps makeup and pollution out of skin that can otherwise lead to clogged pores- breakouts- and premature signs of aging. -Tatcha's Signature Hadasei-3: Restores a healthy-looking- youthful radiance with nourishing green tea- rice- and algae. Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*- Cyclopentasiloxane- Hdi/Trimethylol Hexyllactone Crosspolymer- Aqua/Water/Eau - Propanediol-Glycerin- Dimethicone- Polymethylsilseuqioxane-Silk Powder- Sericin- Hydrolyzed Silk- Caesalpinia Spinosa Fruit Extract- Kappaphycus Alvarezii Extract- Yeast Extract- Mica- Peg/Ppg-18/18 Dimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Polyglyceryl-2 Diisostearatedimethicone/Peg-10/15 Crosspolymer- Distearyldimonium Chloride- Trimethylsiloxysilicate- Silica- Disodium Edta- Zinc Stearate- Aluminum Hydroxide- Stearic Acid- Tin Oxide- Ethylhexylglycerin- 1-2-Hexanediol- Caprylyl Glycol- Biosaccharide Gum-4- Parfum/Fragrance- Isopropyl Alcohol- Phenoxyethanol- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491).Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer- styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,,https://www.sephora.com/product/tatcha-the-liquid-silk-canvas-featherweight-protective-primer-P456446?icid2=products grid:p456446,,sephora/open-dataset
Tatcha,The Silk Canvas Protective Primer,dewy,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$50-$54,-Thin Layers of Silk (Fibroin- Sericin- and Silk Powder): Keep skin smooth and glowing all day. -Anti-pollution Natural Actives: Fight immediate attack from environmental stressors and help support the skin’s barrier function to act against future attack- visibly reducing the appearance of wrinkles and dullness. -Hadasei-3: A complex of three anti-aging nutrients reveal soft- youthful-looking skin. Cyclopentasiloxane- Aqua/Water/Eau- Glycerin- Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*- Hdi/Trimethylol Hexyllactone Crosspolymer- Propanediol- Dimethicone- Ceresin- Titanium Dioxide- Squalane- Dimethicone/Peg-10/15 Crosspolymer- Sericin- Hydrolyzed Silk- Silk Powder- Caesalpinia Spinosa Fruit Extract- Kappaphycus Alvarezii Extract- Yeast Extract- Distearyldimonium Chloride- Trimethylsiloxysilicate- Zinc Stearate- Aluminum Hydroxide- Stearic Acid- Ethylhexylglycerin- Peg/Ppg-18/18 Dimethicone- Peg-9 Polydimethylsiloxyethyl Dimethicone- Polyglyceryl-2 Diisostearate- Biosaccharide Gum-4- Disodium Edta- Silica- Dimethicone/Vinyl Dimethicone Crosspolymer- Parfum/Fragrance- Isopropyl Alcohol- Phenoxyethanol- Mica (Ci 77019)- Tin Oxide (Ci 77861)- Iron Oxide (Ci 77491). *Hadasei-3. Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats - Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles As defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,True,https://www.sephora.com/product/the-silk-canvas-P428661?icid2=products grid:p428661,,sephora/open-dataset
The Ordinary,High-Adherence Silicone Primer,hydrating,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$0-$4,-Advanced Adaptive Silicones: Visibly reduce the look of pores and of imperfections while offering non-greasy hydration. Water- Isodecyl Neopentanoate- Dimethicone- Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Isohexadecane- Hexamethyldisiloxane- Isoceteth-20- Polysilicone-11- Tocopherol- Polysorbate 60- Trisodium Ethylenediamine Disuccinate- Phenoxyethanol- Chlorphenesin.,sephora,,,,https://www.sephora.com/product/the-ordinary-deciem-high-adherence-silicone-primer-P427408?icid2=products grid:p427408,,sephora/open-dataset
The Ordinary,High-Spreadability Fluid Primer,natural,"[""seco"", ""normal""]",$5-$9,Hexamethyldisiloxane- Cyclopentasiloxane- Caprylyl Methicone- PEG-12 Dimethicone/PPG-20 Crosspolymer- Dimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Tocopherol.,sephora,,,,https://www.sephora.com/product/high-spreadability-fluid-primer-P447598?icid2=products grid:p447598,,sephora/open-dataset
Too Faced,Hangover Replenishing Face Primer,hydrating,"[""seco""]",$30-$34,-Coconut Water: Hydrates skin. Water- Lactobacillus/Salix Alba Bark Ferment Filtrate- Propanediol Dicaprylate- Propanediol- Ceteareth-6 Olivate- Olive Glycerides- Lactobacillus Ferment- Aluminum Starch Octenylsuccinate- Microcrystalline Cellulose- Hydrogenated Olive Oil- Polyacrylate Crosspolymer-6- Cellulose Gum- Olea Europaea (Olive) Fruit Oil- Pectin- Trisodium Ethylenediamine Disuccinate- Xanthan Gum- Olea Europaea (Olive) Oil Unsaponifiables- Cocos Nucifera (Coconut) Fruit Juice- Lauryl Alcohol Diphosphonic Acid- Pentylene Glycol- Glycerin- Lecithin- Magnesium Aluminum Silicate- Fragrance- Lauric Acid- Tocopherol- Ascorbyl Palmitate- Citric Acid.,sephora,False,,,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products grid:p387589,,sephora/open-dataset
Too Faced,Primed & Peachy Cooling Matte Perfecting Primer – Peaches and Cream Collection,hydrating,"[""oleoso"", ""seco""]",$30-$34,Water- Glycerin- Polymethylsilsesquioxane- Propanediol- PVP- Sodium Polyacrylate Starch- Talc- HDI/Trimethylol Hexyllactone Crosspolymer- Polymethyl Methacrylate- Lauroyl Lysine- Nylon 6/12- Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer- Magnesium Stearate- Ethylhexylglycerin- Aluminum Hydroxide- Mica- Stearic Acid- Fragrance- Silica- Flavor/Aroma- Prunus Persica (Peach) Fruit Extract/ Prunus Persica Fruit Extract- Tocopherol- Propylene Glycol Dicaprylate/Dicaprate- Ficus Carica (Fig) Fruit Extract/Ficus Carica Fruit Extract- Xanthan Gum- Phenoxyethanol- Potassium Sorbate- Benzyl Benzoate- Titanium Dioxide (CI 77891)- Iron Oxides (CI 77492- CI 77491).,sephora,False,,,https://www.sephora.com/product/primed-peachy-cooling-matte-perfecting-primer-peaches-cream-collection-P422851?icid2=products grid:p422851,,sephora/open-dataset
Too Faced,Primed & Poreless Face Prime,matte,"[""oleoso""]",$30-$34,-Hyaluronic Acid and Vitamins C and E: Reduce shine- visibly blur imperfections- smooth the appearance skin texture- and virtually banish the look of pores.Caprylyl Methicone- Water\Aqua\Eau- PEG-12 Dimethicone/PPG-20 Crosspolymer- Disiloxane- Polysilicone-11- Isodecyl Neopentanoate- Methyl Methacrylate Crosspolymer- Adipic Acid/Neopentyl Glycol Crosspolymer- Sodium Hyaluronate- Ascorbyl Palmitate- Lecithin- Retinol- Camellia Oleifera Seed Oil- Ethylhexylglycerin- Caprylic/Capric Triglyceride- Hydrogenated Lecithin- Potassium Phosphate- Polysorbate 20- Laureth-12- Polysorbate 80- Isohexadecane- Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Phenethyl Alcohol- Pistacia Lentiscus (Mastic) Gum- Pentylene Glycol- Alcohol- Fragrance (Parfum)- Limonene- Citral- Linalool- Tocopherol- Phenoxyethanol- Mica- Iron Oxides (CI 77491)- Iron Oxides (CI 77492)- Iron Oxides (CI 77499)- Bismuth Oxychloride (CI 77163).,sephora,False,,,https://www.sephora.com/product/too-faced-primed-poreless-pore-banishing-blurring-face-primer-P456598?icid2=products grid:p456598,,sephora/open-dataset
Touch In Sol,No Poreblem Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$15-$19,-Green Tea Extract -Soluble Collagen Cyclopentasiloxane- Water- Dimethicone- Dimethicone/Vinyl Dimethicone- Crosspolymer- PEG-10 Dimethicone- Dimethicone Crosspolymer- Dipropylene Glycol- Silica- Phenoxyethanol- Disteardimonium Hectorite- Magnesium Sulfate- Fragance(Parfum)- Methyl Methacrylate Crosspolymer- Titanium Dioxide (CI 77891)- Ethylhexylglycerin- Disodium EDTA- Aluminum Hydroxide- Stearic Acid- Butylene Glycol- Iron Oxides (CI 77491)- Soluble Collagen- Red 30 Lake (CI 73360)- Camellia Sinensis Leaf Extract- Triethoxycaprylylsilane.,sephora,False,True,,https://www.sephora.com/product/no-poreblem-primer-P419640?icid2=products grid:p419640,,sephora/open-dataset
Urban Decay,All Nighter Face Primer,hydrating,"[""seco""]",$35-$39,Aqua / Water / Eau- Butylene Glycol- Polyacrylamide- Ethylhexyl Palmitate- Glycerin- C13-14 Isoparaffin- Phenoxyethanol- Caprylyl Glycol- Pullulan- Laureth-7- Tocopheryl Acetate- Tetrahexyldecyl Ascorbate- Silica Dimethyl Silylate [nano] / Silica Dimethyl Silylate- Nannochloropsis Oculata Extract- Carbomer- Sodium Lactate- Potassium Sorbate- Triethanolamine- Sodium Benzoate- Litchi Chinensis Pericarp Extract- Polysorbate 20- Sodium Hyaluronate- Hexylene Glycol- Palmitoyl Tripeptide-1- Palmitoyl Tetrapeptide-7.,sephora,,,,https://www.sephora.com/product/urban-decay-all-nighter-face-primer-P454337?icid2=products grid:p454337,,sephora/open-dataset
Urban Decay,Quick Fix Hydracharged Complexion Prep Priming Spray,hydrating,"[""seco""]",$30-$34,Water- Hamamelis Witch Hazel Water- Niacinamide- Propanediol- Coconut Water- Glycereth-5 Lactate- PEG-35 Castor Oil- Phenoxyethanol- Caffeine- Dimethicone PEG-7 Phosphate- Caprylic/Capric Triglyceride- Glycolic Acid- Bisabolol- Fragrance- Carnitine- Ethylhexylglycerin- Zinc Gluconate- Magnesium Aspartate- Radish Root- Ferment Filtrate- Benzyl Benzoate- Coumarin- Copper Gluconate- Benzyl Alcohol.,sephora,False,,,https://www.sephora.com/product/quick-fix-hydracharged-complexion-prep-priming-spray-P415988?icid2=products grid:p415988,,sephora/open-dataset
Wander Beauty,Smooth Sailing Perfecting Primer,matte,"[""oleoso""]",$35-$39,-Gold: Supports natural collagen levels- skin’s elasticity- natural firmness- and blood circulation- and diminishes the look of wrinkles.-Vitamin C: Contains antioxidant properties and helps brighten dull skin.-Vitamin E: Helps fight free radical damage- supports natural skin healing to diminish visible signs of aging- hydrates- and supports the skin's protective barrier. Dimethicone/Vinyl Dimethicone Crosspolymer- Dimethicone- Phenoxyethanol- Tocopheryl Acetate (Vitamin E)- Ethylhexylglycerin- Ascorbic Acid (Vitamin C)- Gold.,sephora,,,,https://www.sephora.com/product/smooth-sailing-perfecting-primer-P441030?icid2=products grid:p441030,,sephora/open-dataset
Yves Saint Laurent,TOP SECRETS Instant Matte Pore Refiner,matte,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$30-$34,-Salicylic Acid Emulsion: Reduces the look of pores. Water- Alcohol Denat.- Glycerin- Synthetic Fluorphlogopite- Butylene Glycol- Dimethicone- PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin- Isopropyl Lauroyl Sarcosinate- Hydroxyethylpiperazine Ethane Sulfonic Acid- Boron Nitride- Silica Silylate- Ammonium Polyacryloyldimethyl Taurate- Juglans Regia Leaf Extract / Walnut Leaf Extract- Tin Oxide- Peg-20 Methyl Glucose Sesquistearate- Ppg-6-Decyltetradeceth-30- Hdi/Trimethylol Hexyllactone Crosspolymer- Dimethiconol- Sodium Citrate- Sodium Hydroxide- Sodium Polyacrylate- Silica- Haematococcus Pluvialis Extract- Adenosine- Caprylic/Capric Triglyceride- Capryloyl Salicylic Acid- Trisodium Ethylenediamine Disuccinate- Xanthan Gum- Tocopherol- Salicylic Acid- Phenoxyethanol- Iron Oxides (Ci 77491)- Titanium Dioxide (Ci 77891)- Linalool- Benzyl Alcohol- Fragrance.,sephora,False,,,https://www.sephora.com/product/top-secrets-instant-matte-pore-refiner-P443340?icid2=products grid:p443340,,sephora/open-dataset
Yves Saint Laurent,TOP SECRETS Instant Moisture Glow,hydrating,"[""seco""]",$40-$44,Water- Glycerin- Dimethicone- Propanediol- Hydroxyethylpiperazine Ethane Sulfonic Acid- Dimethicone/Peg-10/15 Crosspolymer- Nylon-12- Pentylene Glycol- Polymethylsilsesquioxane- Phenoxyethanol- Sodium Chloride- Chlorphenesin- Silica Silylate- Butylene Glycol- Sodium Citrate- P-Anisic Acid- Biosaccharide Gum-1- Carrageenan- Disodium Edta- Peg-10 Dimethicone- Sodium Hydroxide- Adenosine- Hydrolyzed Opuntia Ficus-Indica Flower Extract- Synthetic Fluorphlogopite- Ci 77891/Titanium Dioxide- Poterium Officinale Root Extract- Zingiber Officinale Root Extract/Ginger Root Extract- Cinnamomum Cassia Bark Extract- Ethylhexylglycerin- Benzyl Alcohol- Ci 77491/ Iron Oxides- Ci 14700/ Red 4- Ci 19140/ Yellow 5- Tin Oxide- Haematococcus Pluvialis/Haematococcus Pluvialis Exctract- Ci 42090/ Blue 1- Fragrance.,sephora,False,,,https://www.sephora.com/product/instant-moisture-glow-P406814?icid2=products grid:p406814,,sephora/open-dataset
Yves Saint Laurent,Touche Eclat Blur Primer,dewy,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$50-$54,Cyclopentasiloxane- Dimethicone Crosspolymer- Octyldodecanol- Alumina- Peg-10 Dimethicone- Disodium Stearoyl Glutamate- Zea Mays Oil / Corn Oil- Prunus Armeniaca Kernel Oil / Apricot Kernel Oil- Passiflora Edulis Seed Oil- Oryza Sativa Bran Oil / Rice Bran Oil- Polyglyceryl-4 Isostearate- Cetyl Dimethicone- Hexyl Laurate- Calcium Sodium Borosilicate- Aluminum Hydroxide- Silica- Synthetic Fluorphlogopite- Isopropyl Titanium Triisostearate- Tin Oxide- Tocopherol- Ascorbyl Palmitate- Parfum / Fragrance- [+/- May Contain Ci 77891 / Titanium Dioxide- Ci 77007 / Ultramarines- Ci 15985 / Yellow 6 Lake- Ci 45410 / Red 28 Lake- Ci 15850 / Red 7- Ci 42090 / Blue 1 Lake- Ci 77491 / Iron Oxides.,sephora,False,,,https://www.sephora.com/product/touche-eclat-blur-primer-P397615?icid2=products grid:p397615,,sephora/open-dataset
bareMinerals,Blemish Rescue Anti-Redness Mattifying Primer - For Acne-Prone Skin,matte,"[""oleoso"", ""seco""]",$25-$29,-Chamomile and Arnica: Calms and nourishes skin.-Phytosphingosine: Supports skin’s defenses against bacteria.-Blemish Busting Mineral Blend: Mattifies skin and purifies pores. Water- Isododecane- Dimethicone- Coconut Alkanes- HDI/Trimethylol Hexyllactone Crosspolymer- Butylene Glycol- Polysilicone-11- Glycerin- PEG-8 Dimethicone- Chamomilla Recutita (Matricaria) Flower Extract- Sulfur- Citrullus Lanatus (Watermelon) Fruit Extract- Lens Esculenta (Lentil) Fruit Extract- Pyrus Malus (Apple) Fruit Extract- Arnica Montana Flower Extract- Coco-Caprylate/Caprate- Helianthus Annuus (Sunflower) Seed Oil- Olea Europaea (Olive) Fruit Oil- Tocopheryl Acetate- Sodium Lactate- Sodium PCA- Caprylyl Glycol- Phytosphingosine- Panthenol- Ammonium Acryloyldimethyltaurate/VP Copolymer- Polysorbate 20- Laureth-7- Sodium Hydroxide- Sodium Carbonate- C13-14 Isoparaffin- Hexylene Glycol- Kaolin- Polyacrylamide- Disodium EDTA- Silica- Potassium Sorbate- Sodium Benzoate- Phenoxyethanol. May Contain (+/-): Mica- Bismuth Oxychloride (Ci 77163)- Chromium Oxide Greens (Ci 77288)- Zinc Oxide (Ci 77947).,sephora,,,,https://www.sephora.com/product/blemish-rescue-skin-clearing-anti-redness-mattifying-primer-P432869?icid2=products grid:p432869,,sephora/open-dataset
bareMinerals,Prime Time Foundation Primer - Brightening,dewy,"[""normal"", ""misto""]",$25-$29,Cyclopentasiloxane- Dimethicone Crosspolymer- Dimethicone- Silica- Magnesium Silicate- Ascorbic Acid- Tocopherol- Calcium Pantothenate- Aloe Barbadensis Leaf Extract- Chamomilla Recutita (Matricaria) Flower Extract- Glycyrrhiza Glabra (Licorice) Root Extract.,sephora,,,True,https://www.sephora.com/product/prime-time-foundation-primer-brightening-P279108?icid2=products grid:p279108,,sephora/open-dataset
